,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.030790541400913033,0.43405337788091464,2.0027619608040634,0.0,0.0,0.0,0.0,2.3017794598406724,0.0,0.0,0.0,0.0,4.252492633081998,0.0,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,female,group D,master's degree,standard,none,70,75
1,0.9302895036747907,0.9647012515080116,2.0027619608040634,0.0,0.0,0.0,2.1350420507344974,0.0,0.0,0.0,3.0772872744833184,0.0,0.0,0.0,0.0,2.101838089359016,0.0,2.098306972247118,0.0,female,group C,bachelor's degree,free/reduced,completed,83,83
2,1.345442870878119,1.163694204118173,2.0027619608040634,0.0,0.0,0.0,0.0,2.3017794598406724,0.0,0.0,0.0,0.0,0.0,2.3853936315588307,0.0,2.101838089359016,0.0,0.0,2.0983069722471255,female,group D,some college,free/reduced,none,89,86
3,-0.17678614220075106,-0.1629254799495694,0.0,2.002761960804056,0.0,0.0,2.1350420507344974,0.0,0.0,0.0,0.0,0.0,4.252492633081998,0.0,0.0,2.101838089359016,0.0,0.0,2.0983069722471255,male,group C,master's degree,free/reduced,none,67,66
4,-0.38436282580241515,-0.7599043377800535,0.0,2.002761960804056,0.0,0.0,0.0,0.0,2.840095485615364,0.0,0.0,2.5058923486210234,0.0,0.0,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,male,group E,high school,standard,none,64,57
5,-3.1520519404912695,-3.5458056743223123,0.0,2.002761960804056,0.0,2.542682483758307,0.0,0.0,0.0,0.0,0.0,2.5058923486210234,0.0,0.0,0.0,2.101838089359016,0.0,0.0,2.0983069722471255,male,group B,high school,free/reduced,none,24,15
6,2.1065573774175537,2.0923279829655925,2.0027619608040634,0.0,0.0,0.0,2.1350420507344974,0.0,0.0,0.0,3.0772872744833184,0.0,0.0,0.0,0.0,0.0,2.1018380893590125,2.098306972247118,0.0,female,group C,bachelor's degree,standard,completed,100,100
7,0.5151361364714626,0.7657082988978502,2.0027619608040634,0.0,0.0,0.0,2.1350420507344974,0.0,0.0,2.3994829671248787,0.0,0.0,0.0,0.0,0.0,0.0,2.1018380893590125,2.098306972247118,0.0,female,group C,associate's degree,standard,completed,77,80
8,-0.38436282580241515,-0.1629254799495694,0.0,2.002761960804056,0.0,0.0,0.0,2.3017794598406724,0.0,0.0,0.0,2.5058923486210234,0.0,0.0,0.0,0.0,2.1018380893590125,2.098306972247118,0.0,male,group D,high school,standard,completed,64,66
9,-0.7995161930057433,-1.0915592587969891,2.0027619608040634,0.0,0.0,0.0,2.1350420507344974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654440159270557,2.101838089359016,0.0,0.0,2.0983069722471255,female,group C,some high school,free/reduced,none,58,52
10,-0.38436282580241515,-0.494580400966505,0.0,2.002761960804056,0.0,2.542682483758307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654440159270557,0.0,2.1018380893590125,0.0,2.0983069722471255,male,group B,some high school,standard,none,64,61
11,-0.5227472815368579,-0.29558744835634365,2.0027619608040634,0.0,0.0,0.0,2.1350420507344974,0.0,0.0,0.0,0.0,0.0,0.0,2.3853936315588307,0.0,2.101838089359016,0.0,0.0,2.0983069722471255,female,group C,some college,free/reduced,none,62,64
12,-0.38436282580241515,-0.5609113851698921,0.0,2.002761960804056,0.0,0.0,0.0,0.0,2.840095485615364,0.0,0.0,0.0,0.0,0.0,2.654440159270557,0.0,2.1018380893590125,2.098306972247118,0.0,male,group E,some high school,standard,completed,64,60
13,-0.03840168646630833,0.5003843620843017,2.0027619608040634,0.0,0.0,0.0,2.1350420507344974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654440159270557,0.0,2.1018380893590125,0.0,2.0983069722471255,female,group C,some high school,standard,none,69,76
14,-0.17678614220075106,-0.0965944957461823,2.0027619608040634,0.0,0.0,2.542682483758307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3853936315588307,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,female,group B,some college,standard,none,67,67
15,-2.252552978217392,-2.21918599025457,0.0,2.002761960804056,0.0,0.0,2.1350420507344974,0.0,0.0,2.3994829671248787,0.0,0.0,0.0,0.0,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,male,group C,associate's degree,standard,none,37,35
16,-0.4535550536696365,-0.3619184325597308,0.0,2.002761960804056,0.0,0.0,0.0,2.3017794598406724,0.0,2.3994829671248787,0.0,0.0,0.0,0.0,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,male,group D,associate's degree,standard,none,63,63
17,-0.6611317372713006,-1.0252282745936019,0.0,2.002761960804056,0.0,0.0,2.1350420507344974,0.0,0.0,0.0,0.0,2.5058923486210234,0.0,0.0,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,male,group C,high school,standard,none,60,53
18,0.9994817315420121,1.4953491251351085,2.0027619608040634,0.0,0.0,0.0,0.0,2.3017794598406724,0.0,0.0,0.0,0.0,0.0,2.3853936315588307,0.0,0.0,2.1018380893590125,2.098306972247118,0.0,female,group D,some college,standard,completed,84,91
19,1.207058415143676,0.6993773146944631,0.0,2.002761960804056,0.0,0.0,0.0,2.3017794598406724,0.0,0.0,0.0,2.5058923486210234,0.0,0.0,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,male,group D,high school,standard,none,87,79
20,-0.17678614220075106,0.03606747266059193,0.0,2.002761960804056,3.5621052965094644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3853936315588307,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,male,group A,some college,standard,none,67,69
21,-0.7995161930057433,-0.7599043377800535,2.0027619608040634,0.0,0.0,0.0,0.0,0.0,2.840095485615364,0.0,0.0,0.0,0.0,2.3853936315588307,0.0,2.101838089359016,0.0,0.0,2.0983069722471255,female,group E,some college,free/reduced,none,58,57
22,0.8610972758075693,0.5667153462876888,2.0027619608040634,0.0,0.0,0.0,2.1350420507344974,0.0,0.0,0.0,0.0,0.0,0.0,2.3853936315588307,0.0,0.0,2.1018380893590125,2.098306972247118,0.0,female,group C,some college,standard,completed,82,77
23,0.9994817315420121,0.8983702673046244,0.0,2.002761960804056,0.0,0.0,2.1350420507344974,0.0,0.0,0.0,0.0,2.5058923486210234,0.0,0.0,0.0,0.0,2.1018380893590125,2.098306972247118,0.0,male,group C,high school,standard,completed,84,82
24,-2.806090801155163,-2.749833863881667,0.0,2.002761960804056,0.0,2.542682483758307,0.0,0.0,0.0,0.0,0.0,2.5058923486210234,0.0,0.0,0.0,2.101838089359016,0.0,0.0,2.0983069722471255,male,group B,high school,free/reduced,none,29,27
25,1.760596238081447,1.6280110935418828,2.0027619608040634,0.0,0.0,2.542682483758307,0.0,0.0,0.0,0.0,0.0,0.0,4.252492633081998,0.0,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,female,group B,master's degree,standard,none,95,93
26,-0.4535550536696365,-0.1629254799495694,2.0027619608040634,0.0,0.0,0.0,0.0,2.3017794598406724,0.0,0.0,0.0,0.0,4.252492633081998,0.0,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,female,group D,master's degree,standard,none,63,66
27,-0.31517059793519375,0.03606747266059193,2.0027619608040634,0.0,0.0,2.542682483758307,0.0,0.0,0.0,0.0,3.0772872744833184,0.0,0.0,0.0,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,female,group B,bachelor's degree,standard,none,65,69
28,0.9994817315420121,1.0310322357113988,2.0027619608040634,0.0,0.0,0.0,0.0,2.3017794598406724,0.0,0.0,0.0,0.0,0.0,0.0,2.654440159270557,2.101838089359016,0.0,0.0,2.0983069722471255,female,group D,some high school,free/reduced,none,84,84
29,-0.6611317372713006,-0.6935733535766664,0.0,2.002761960804056,0.0,0.0,2.1350420507344974,0.0,0.0,2.3994829671248787,0.0,0.0,0.0,0.0,0.0,0.0,2.1018380893590125,2.098306972247118,0.0,male,group C,associate's degree,standard,completed,60,58
30,0.23836722500257712,-0.0965944957461823,0.0,2.002761960804056,0.0,0.0,0.0,2.3017794598406724,0.0,0.0,0.0,0.0,0.0,2.3853936315588307,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,male,group D,some college,standard,none,73,67
31,-0.4535550536696365,-0.4282494167631179,0.0,2.002761960804056,3.5621052965094644,0.0,0.0,0.0,0.0,0.0,0.0,2.5058923486210234,0.0,0.0,0.0,0.0,2.1018380893590125,0.0,2.0983069722471255,male,group A,high school,standard,none,63,62
32,-0.7303239651385219,-0.8262353219834406,2.0027619608040634,0.0,0.0,0.0,0.0,2.3017794598406724,0.0,2.3994829671248787,0.0,0.0,0.0,0.0,0.0,2.101838089359016,0.0,0.0,2.0983069722471255,female,group D,associate's degree,free/reduced,none,59,56
